Date,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Walking duration (ms),Running duration (ms)
2021-12-23,187,2219.8337022281057,8652.615398526192,15.0,15,,,,0.45485228476661266,1.5511283874511719,0.24039575457572937,13042,,,,,11069901,
2021-12-24,50,2130.026435699443,4529.76975607872,38.0,38,,,,0.4227680712952037,1.7475000619888306,0.2558199167251587,6672,,,,,9480093,
2021-12-25,10,2000.5353481831771,644.0587201118469,,,,,,0.3246730156827395,0.9762590527534485,0.25126779079437256,1666,,,,,7187793,
2021-12-26,9,1785.523719345616,485.76360380649567,,,,,,0.4881254714874089,1.064586877822876,0.2558199167251587,1185,,,,,3381575,
2021-12-27,2,1789.906553445648,268.0869736671448,,,,,,0.3582686863287599,1.001564383506775,0.2558199167251587,584,,,,,3459162,
2021-12-28,92,2087.082545590795,5666.683363318443,38.0,38,,,,0.6269063404658977,1.624356985092163,0.2558199167251587,8446,,,,,8719882,
2021-12-29,23,1962.0498409470486,1169.7935338020325,,,,,,0.4302541631913825,1.6317791938781738,0.23801007866859436,2395,,,,,6506508,
2021-12-30,5,1834.200442616674,446.88210225105286,,,,,,0.5345159987517978,1.4974762201309204,0.2558199167251587,1202,,,,,4243270,
2021-12-31,3,1908.4179364918916,387.5471374988556,,,,,,0.37972084251937244,0.9035242795944214,0.2558199167251587,1396,,,,,5557095,
2022-01-01,246,2650.6285197932357,13097.129519224167,58.0,58,,,,0.5671973304927496,1.643099069595337,0.2463655173778534,19168,,,,,18695990,
2022-01-02,56,1998.3989819074638,4582.707226514816,39.0,39,,,,0.6024489503354068,1.706231713294983,0.2558199167251587,6469,,,,,7149974,
2022-01-03,147,2620.553423537919,10215.513101100922,92.0,92,,,,0.7357440720686337,1.5673010349273682,0.26694250106811523,13803,,,,,8960418,4015727
2022-01-04,94,2240.32773505801,5641.552322626114,62.0,62,,,,0.47414669695092987,1.718995213508606,0.2550227642059326,7995,,,,1267081,10016229,
2022-01-05,167,2453.7173474747833,8447.590462327003,26.0,26,,,,0.49729528311375987,1.6948904991149902,0.2558199167251587,12511,,,,,15210193,
2022-01-06,103,2114.8978785504723,9078.824308991432,91.0,91,,,,0.5384798928359,1.8323615789413452,0.2659388482570648,12254,,,,,9180071,
2022-01-07,194,2392.414380476667,7141.222548127174,97.0,97,,,,0.580453396200454,1.5602072477340698,0.2558199167251587,10264,,,,3678296,9018641,511047
2022-01-08,30,1975.6148374841696,1696.107010602951,1.0,1,,,,0.4623256049650496,1.4166247844696045,0.255664199590683,3139,,,,,6746641,
2022-01-09,187,2428.2311174097854,8841.39549446106,17.0,17,,,,0.5737677979606766,1.8476526737213135,0.25219911336898804,13486,,,,,14616062,62382
2022-01-10,198,2534.525746521473,17193.22080731392,172.0,172,,,,0.6553751066778299,1.8686347007751465,0.2558199167251587,22827,,,,,16493769,63462
2022-01-11,185,2342.39705041418,9506.382341504097,21.0,21,,,,1.2294685994532422,1.6942346096038818,0.25307270884513855,13965,,,,,13239399,
2022-01-12,83,2230.5292664869125,7633.130515217781,69.0,69,,,,0.7405182308804645,1.7390170097351074,0.2558199167251587,10317,,,,,9533026,733154
2022-01-13,135,2320.3274535167275,11164.980894446373,110.0,110,,,,0.6822386899601088,1.7328987121582031,0.2374507486820221,15103,,,,,12847560,
2022-01-14,247,2765.023495384212,13179.008103847504,59.0,59,,,,0.6494079884655672,1.7338299751281738,0.24673384428024292,19134,,,,,20721055,
2022-01-15,151,2393.0212460032403,10303.717272758484,60.0,60,,,,0.5178135124324025,1.6414923667907715,0.24983544647693634,15361,,,,,14135729,
2022-01-16,157,2388.2245027306744,8173.281805753708,17.0,17,,,,0.5062069380091442,2.106140375137329,0.2558199167251587,12154,,,,,14050816,
2022-01-17,119,2212.872868959984,9541.775820493698,89.0,89,,,,0.669726920771261,1.6397228240966797,0.2468136101961136,13015,,,,,10942182,
2022-01-18,232,2403.9515797625822,13251.414155125618,72.0,72,,,,0.6752426496797161,1.5814077854156494,0.25331127643585205,18797,,,,,14174263,67616
2022-01-19,14,1921.744680604107,989.4661393165588,,,,,,0.47117177113442477,1.246057391166687,0.24985851347446442,2076,,,,,5793011,
2022-01-20,208,2544.6122619990806,14880.407642282036,135.0,118,,,,0.7829204786797856,1.9845480918884277,0.2558199167251587,20004,,,,,16648717,67616
2022-01-21,224,2577.7059473451463,15295.905684076759,130.0,130,,,,0.5970877143111594,1.6452288627624512,0.2558199167251587,20993,,,,,17392732,
2022-01-22,35,1850.5214519409255,1700.8376848697662,6.0,6,,,,0.4527847208851255,1.4410279989242554,0.2558199167251587,2763,,,,,4532190,
2022-01-23,56,1883.6862463838022,4494.484587311745,42.0,42,,,,0.4019861593540229,1.657485008239746,0.2558199167251587,6155,,,,,5119285,
2022-01-24,112,2308.694342614233,9442.049434900284,96.0,96,,,,0.46718228847032306,1.6409199237823486,0.24688775837421417,12876,,,,,12642941,
2022-01-25,116,2053.8860404311567,8314.029437303543,61.0,61,,,,0.6602128103370188,1.8901245594024658,0.2516143321990967,11510,,,,,8131096,
2022-01-26,88,2060.523655438395,7876.561455965042,78.0,72,,,,0.6601339945987226,2.316021680831909,0.25476571917533875,10533,,,,,8102897,
2022-01-27,110,2241.2947170265306,9477.934955596924,89.0,89,,,,0.5105948333729311,1.7702548503875732,0.2558199167251587,12785,,,,,9887189,679587
2022-01-28,122,2086.041375817537,8656.69556760788,72.0,72,,,,0.7506304169598287,1.764073371887207,0.27806511521339417,11850,,,,,8251555,196118
2022-01-29,32,1731.96299882273,1582.5658135414124,,,,,,0.6337018021960734,1.4390053749084473,0.2558199167251587,2971,,,,,2433426,
2022-01-30,108,2174.2835193267397,7813.046765804291,56.0,56,,,,0.6613779495756479,1.6578409671783447,0.2558199167251587,11174,,,,,9316061,411931
2022-01-31,81,2160.894028529333,7077.749732494354,68.0,68,,,,0.48919993722214294,1.7620484828948975,0.2558199167251587,9424,,,,,6940614,1346263
2022-02-01,151,2331.943262701696,4382.0502846241,88.0,88,,,,0.6792221932371388,1.7169156074523926,0.26694250106811523,6547,,,,4193977,8205916,157851
2022-02-02,74,2099.8708136607816,6209.8916873931885,57.0,57,,,,0.5209451714888118,1.7463009357452393,0.24797803163528442,8697,,,,,6300781,1154336
2022-02-03,251,2759.608525000202,14067.703244566917,74.0,74,,,,0.7980924245943143,1.641899824142456,0.2393948882818222,20058,,,,,17242003,1476228
2022-02-04,134,2249.0004876851967,5495.383603125811,61.0,61,,,,0.7011805953389638,1.706756591796875,0.24847567081451416,7941,,,,2245261,7679788,654654
2022-02-05,74,2126.4479450487047,4940.268065690994,37.0,37,,,,0.46378168199042863,1.7280657291412354,0.2558199167251587,7141,,,,,9387721,
2022-02-06,198,2096.331843012991,9736.964724302292,22.0,22,,,,0.7034884795261157,1.6027320623397827,0.2516859173774719,14329,,,,,8883098,
2022-02-07,66,2004.74519656471,5774.125832796097,56.0,56,,,,0.47565886183270367,1.68789803981781,0.2558199167251587,7791,,,,,5528632,752766
2022-02-08,131,2252.8333394214956,8818.856501221657,63.0,63,,,,0.5677295968535002,1.776686668395996,0.2558199167251587,12240,,,,,11618676,
2022-02-09,112,2062.6506140123743,7793.504982709885,62.0,62,,,,0.5727631168435164,1.7787845134735107,0.25253212451934814,10827,,,,,8132486,67587
2022-02-10,256,2887.116181287273,14594.544573545456,80.0,80,,,,0.6726957454285604,1.6110661029815674,0.25513237714767456,20551,,,,,18612274,1863228
2022-02-11,168,2411.6471195280096,11516.755335330963,89.0,89,,,,0.5785471597028939,1.856340765953064,0.27806511521339417,15460,,,,,11221005,1415687
2022-02-12,193,2609.369888165665,13848.145337224007,114.0,114,,,,0.5905088458465488,2.2186577320098877,0.25478053092956543,18877,,,,,10848956,3105295
2022-02-13,43,1943.769033608106,3812.7142770290375,38.0,38,,,,0.44005803250320374,1.6398686170578003,0.2558199167251587,5378,,,,,6182199,
2022-02-14,256,2644.7240824146224,14236.922990441322,64.0,64,,,,0.6179456459258214,1.7455726861953735,0.24669019877910614,20266,,,,,17418762,510492
2022-02-15,92,2037.852231072526,6112.0201008319855,41.0,41,,,,0.6986529783511644,1.876210331916809,0.26251929998397827,8483,,,,,7848392,
2022-02-16,101,2151.238137595314,8808.828561067581,80.0,79,,,,0.5518926615113712,1.7665929794311523,0.2558199167251587,11863,,,,,9830949,
2022-02-17,251,2765.154491448798,14873.847757697105,65.0,65,,,,0.6298808998310872,1.8192449808120728,0.24716711044311523,21326,,,,,20273972,196092
2022-02-18,27,1852.5754088153897,1498.1062635183334,4.0,4,,,,0.38940781365598826,1.4632272720336914,0.2558199167251587,2561,,,,,4568297,
2022-02-19,143,2388.9297445322354,10848.605503439903,92.0,90,,,,0.6297043840881931,2.0031731128692627,0.24361367523670197,15256,,,,,14063299,
2022-02-20,41,1941.175879988999,3276.616090297699,33.0,33,,,,0.415911480641495,1.509689211845398,0.2558199167251587,4952,,,,,5838273,130342
2022-02-21,85,2012.522242685268,6470.3494745492935,58.0,58,,,,0.599318244568314,1.6948705911636353,0.2559146583080292,8986,,,,,7207818,69215
2022-02-22,125,2305.437751461456,5069.887628316879,49.0,49,,,,0.832367694748521,1.798114538192749,0.2558199167251587,7374,,,,1809433,7499896,1373604
2022-02-23,86,2196.5558629348193,6950.619220376015,68.0,68,,,,0.4339733098774504,1.6166526079177856,0.2558199167251587,9562,,,,,9479399,514195
2022-02-24,62,1998.8855852269671,5264.012870788574,54.0,54,,,,0.6594899416880784,1.5913130044937134,0.3225555419921875,7295,,,,,7018904,60950
2022-02-25,116,2204.3790581836383,7366.310472816229,56.0,56,,,,0.6579147261374577,1.5986814498901367,0.2560814917087555,10261,,,,,9461567,579351
2022-02-26,99,2196.682980413594,8370.654034376144,84.0,84,,,,0.5780521320325133,1.6724916696548462,0.2585628926753998,11420,,,,,10070941,257062
2022-02-27,208,2444.300296765392,9940.642337679863,23.0,23,,,,0.5713083375822687,1.6348820924758911,0.24981153011322021,15224,,,,,14881034,70886
2022-02-28,186,2520.275426015473,9589.6046448946,32.0,32,,,,0.5405351027891322,1.7974929809570312,0.25003430247306824,14331,,,,,16233459,67553
2022-03-01,142,2327.0704169522646,9421.728305220604,69.0,69,,,,0.6410332009380997,1.8832614421844482,0.2558199167251587,13324,,,,,12968244,
2022-03-02,70,1951.5171977469613,5111.62152493,46.0,46,,,,0.6124194814154709,1.6868187189102173,0.2558199167251587,7059,,,,,6319005,
2022-03-03,,1649.0197511386732,87.42368173599243,,,,,,0.4649635377205365,0.7847421765327454,0.2558199167251587,296,,,,,965130,
2022-03-04,53,2117.879664869081,4587.625970721245,46.0,46,,,,0.5132910578407015,1.604401707649231,0.2558199167251587,6326,,,,,9265067,
2022-03-05,76,2090.3453221681943,5517.294647812843,42.0,42,,,,0.5133345198284954,1.6123621463775635,0.2558199167251587,8192,,,,,8777644,
2022-03-06,202,2426.17815214965,9177.289267897606,12.0,12,,,,0.6980237589504846,1.6835159063339233,0.2572076916694641,13981,,,,,14722686,
2022-03-07,309,2862.461454587251,15703.175492286682,70.0,70,,,,0.6104912703604314,1.6542043685913086,0.25104832649230957,22805,,,,,22305363,60997
2022-03-08,158,2422.747436382263,5334.1694313287735,81.0,81,,,,0.630687434123101,1.6924755573272705,0.2558199167251587,8272,,,,3587252,10529497,128515
2022-03-09,199,2508.274954553681,7494.180244922638,117.0,117,,,,0.6134069094020624,1.4689123630523682,0.2558199167251587,10710,,,,4008272,9679577,963557
2022-03-10,122,2467.1877547152494,10070.505722522736,97.0,97,,,,0.5123190332507233,1.8587446212768555,0.2516724467277527,13135,,,,,5247490,4450729
2022-03-11,52,1998.7075635444442,4762.023515224457,40.0,40,,,,0.5310338929048318,1.733203411102295,0.2558199167251587,6502,,,,,4171625,1293342
2022-03-12,69,1908.704345474257,4862.572004199028,39.0,39,,,,0.7156358483678834,1.6638535261154175,0.2891877293586731,6728,,,,,5562167,
2022-03-13,198,2240.589937067377,9817.553020358086,21.0,21,,,,0.6838536698999222,1.672551155090332,0.25514736771583557,14307,,,,,11119665,138276
2022-03-14,149,2444.9734139583197,9904.315389633179,75.0,75,,,,0.5615791180705325,1.6125049591064453,0.2518449127674103,14279,,,,,15055405,
2022-03-15,149,2320.6232090450208,5493.600441832958,89.0,89,,,,0.6970316219466588,1.7136350870132446,0.26694250106811523,7945,,,,3409230,9069037,60062
2022-03-16,67,2102.4350258269546,5610.555527071538,52.0,52,,,,0.4971135987451937,1.7114113569259644,0.25446000695228577,7723,,,,,7064879,831064
2022-03-17,264,2583.062529732925,14170.786270719022,68.0,68,,,,0.6615341530806834,1.6742260456085205,0.24550989270210266,20286,,,,,17136667,135144
2022-03-18,145,2401.2099306636046,9819.406929016113,78.0,78,,,,0.7051493522992993,2.539766311645508,0.2558199167251587,13488,,,,,12342166,838657
2022-03-19,60,1983.2598337163665,4689.584862709045,37.0,36,,,,0.4533141657739749,1.8262625932693481,0.2558199167251587,6631,,,,,6878630,
2022-03-20,349,2938.3149480024235,14500.605840086937,139.0,139,,,,0.8053840944827565,2.1010518074035645,0.24742159247398376,20912,,,,4636134,18828868,
2022-03-21,236,2633.8840030204487,12666.64209496975,57.0,57,,,,0.7131272566517847,1.7832005023956299,0.2489781528711319,18300,,,,,18227937,67564
2022-03-22,117,2394.4450354770092,2330.6269063949585,59.0,59,,,,0.5449491530384842,1.6502529382705688,0.2903285324573517,3759,,,,3494689,10282689,60885
2022-03-23,140,2326.810466035572,10358.912843942642,84.0,84,,,,0.7394072281926936,1.7024627923965454,0.25594019889831543,14174,,,,,10325124,1142075
2022-03-24,232,2655.3927981697843,16879.827698290348,143.0,134,,,,0.8137059966534167,1.9811252355575562,0.24855056405067444,22550,,,,,16261167,1090388
2022-03-25,155,2284.7196786325426,9355.533301115036,48.0,48,,,,0.600197504096196,2.7977840900421143,0.26067009568214417,13197,,,,,12000885,84513
2022-03-26,119,2354.1343163418883,8812.985119342804,67.0,67,,,,0.5392367156554171,2.2592275142669678,0.2558199167251587,12469,,,,,11725019,751433
2022-03-27,72,1958.6993682972002,5601.358739852905,50.0,50,,,,0.47701133611533064,1.6168612241744995,0.2558199167251587,7776,,,,,7623300,
2022-03-28,230,2616.855562654373,12861.594339847565,60.0,60,,,,0.5829837576122703,1.6783146858215332,0.2477559596300125,18312,,,,,18053912,
2022-03-29,144,2299.469605370833,2922.386057525873,81.0,81,,,,0.512497307765803,1.5831127166748047,0.2558199167251587,4688,,,,4832211,7310016,
2022-03-30,123,2197.0890750407243,9434.020257234573,94.0,94,,,,0.5663115601148182,1.630664348602295,0.2558199167251587,12920,,,,,9483007,516036
2022-03-31,262,2521.263358802666,14606.636523365974,74.0,74,,,,0.6815595544929263,1.8512648344039917,0.24574033915996552,20734,,,,,15051781,590867
2022-04-01,110,2154.836817172079,7804.379458189011,63.0,63,,,,0.5199005608375793,1.6149585247039795,0.24469895660877228,10599,,,,,6964051,1289498
2022-04-02,65,1995.7866563421228,4926.439636468887,39.0,39,,,,0.5447065789262674,1.8319445848464966,0.24811884760856628,6954,,,,,7103491,
2022-04-03,266,2435.5204049426566,15174.890744328499,75.0,75,,,,0.6001853120312554,1.7066668272018433,0.24247828125953674,21811,,,,,14888065,
2022-04-04,191,2288.8439604046603,10367.850956916809,53.0,53,,,,0.6499137395109165,1.752577781677246,0.2558199167251587,14867,,,,,12291545,
2022-04-05,173,2715.0667449604857,7202.35310703516,121.0,121,,,,0.6542309154947511,1.5940272808074951,0.24838608503341675,10451,,,,4228624,14863300,196139
2022-04-06,63,2030.6473075557485,4507.624923706055,32.0,32,,,,0.508516778417234,1.6426422595977783,0.2558199167251587,6551,,,,,7720847,
2022-04-07,234,2511.3153055851517,13001.248106002808,61.0,61,,,,0.6646581438940186,1.6814426183700562,0.2491849958896637,18795,,,,,16229015,
2022-04-08,118,2243.433193184895,9460.070397377014,91.0,91,,,,0.46853507859094456,1.683275580406189,0.2558199167251587,12813,,,,,11193061,128547
2022-04-09,221,2567.2602409626415,11124.142819166183,29.0,28,,,,0.5725782894771241,2.195310592651367,0.24660423398017883,16598,,,,,17220174,
2022-04-10,229,2519.4713926054847,12662.535836458206,61.0,61,,,,0.6033375932221116,1.828857421875,0.24566203355789185,18545,,,,,16373489,
2022-04-11,367,3073.0204502554843,20499.954647302628,107.0,107,,,,0.7031198635097883,1.7967941761016846,0.24781374633312225,29564,,,,,26169863,
2022-04-12,121,2250.280971241486,9424.094381093979,95.0,95,,,,0.7021810559540071,1.5816402435302734,0.26694250106811523,13112,,,,,11608886,
2022-04-13,247,2596.4717973506854,14792.457913308404,80.0,80,,,,0.5971103061856201,1.8388086557388306,0.25025951862335205,20922,,,,,15643449,912315
2022-04-14,61,1925.680865072365,4749.159633636475,40.0,40,,,,0.5398016546514347,1.6119396686553955,0.2510530352592468,6660,,,,,5861520,
2022-04-15,152,2620.8276975870813,11015.767028331757,98.0,90,,,,0.559502963663619,2.9287431240081787,0.2558199167251587,15535,,,,,17005509,317985
2022-04-16,141,2417.379846582205,11704.60598731041,109.0,109,,,,0.6264264541463269,1.7191301584243774,0.2547737956047058,15963,,,,,12782744,771131
2022-04-17,3,1645.9880574413683,246.4136037826538,,,,,,0.41920121834961477,1.1180174350738525,0.2558199167251587,560,,,,,911463,
2022-04-18,113,2332.411884297488,9048.985731005669,87.0,87,,,,0.5346960617841737,1.6393038034439087,0.2531304955482483,12554,,,,,13062798,
2022-04-19,120,2257.5558459992294,9327.12205004692,92.0,92,,,,0.47815428826192813,1.58921217918396,0.2558199167251587,13024,,,,,9970473,771101
2022-04-20,290,2775.9606955049953,18123.96770823002,107.0,106,,,,0.6124384033019551,2.6447536945343018,0.24979616701602936,25118,,,,,20138003,328991
2022-04-21,224,2524.5398455744667,12165.281018972397,58.0,58,,,,0.5663627773200721,1.7204989194869995,0.26694250106811523,17531,,,,,16463917,
2022-04-22,86,2043.4381546573404,7886.412713170052,82.0,82,,,,0.5608775519906385,1.7575663328170776,0.2558199167251587,10492,,,,,7633656,128444
2022-04-23,125,2302.354879191909,5005.09854388237,109.0,109,,,,0.5470526015092443,1.6937494277954102,0.2529754638671875,6948,,,,3840548,5213232,1400119
2022-04-24,300,3118.4144464577566,18629.546340465546,107.0,107,,,,0.7859089447390786,1.9787039756774902,0.254349946975708,26092,,,,,19541505,3244378
2022-04-25,293,2813.340302424063,16251.379368066788,75.0,75,,,,0.8004848572902564,1.8703219890594482,0.24749259650707245,23254,,,,,21101285,192706
2022-04-26,145,2221.018820091027,9458.012664914131,62.0,62,,,,0.6358330070051561,1.7255141735076904,0.24090291559696198,13327,,,,,9567532,663433
2022-04-27,158,2250.4138127745473,12545.647600889206,121.0,121,,,,0.5423323587818177,1.6359232664108276,0.2558199167251587,16903,,,,,10975253,257027
2022-04-28,167,2330.8642439471505,6837.235932826996,117.0,117,,,,0.5768939499478909,1.6286026239395142,0.25674355030059814,9819,,,,3924779,8084101,328334
2022-04-29,139,2366.784123696538,9235.863820791245,70.0,70,,,,0.7386599147269122,1.8024511337280273,0.2558199167251587,12911,,,,,12796743,381450
2022-04-30,1,1728.703595354429,76.7459831237793,,,,,,0.553967749169067,0.8330203890800476,0.31143295764923096,240,,,,,2375723,
2022-05-01,23,1946.7289717682452,1464.8702875375748,9.0,9,,,,0.5732226971830665,1.421648621559143,0.27806511521339417,2300,,,,,5782222,197693
2022-05-02,89,2056.6625576099973,5386.708009958267,25.0,25,,,,0.46338055807210937,1.478289008140564,0.26694250106811523,8062,,,,,8181380,
2022-05-03,31,2030.2552872873136,2073.993326187134,15.0,15,,,,0.3680208260909606,1.5212199687957764,0.2558199167251587,3145,,,,,6969925,324600
2022-05-04,14,1895.9012697920914,778.8085942268372,,,,,,0.3997621951834309,1.3119103908538818,0.2558199167251587,1289,,,,,5335521,
2022-05-05,1,1778.54113938627,233.88078546524048,,,,,,0.3447750816260071,0.4638073444366455,0.2558199167251587,686,,,,,3257967,
2022-05-06,19,1909.0455447660154,999.2853622436523,,,,,,0.3711675015939752,1.1726484298706055,0.2468935251235962,2314,,,,,5568205,
2022-05-07,48,1940.5391788540699,3124.79354596138,15.0,15,,,,0.4422139367307694,1.417337417602539,0.2558199167251587,4773,,,,,5080512,456067
2022-05-08,87,2219.8421424504013,4372.351602196693,8.0,8,,,,0.4482742576658955,1.6367872953414917,0.23957541584968567,6945,,,,,11070047,
2022-05-09,198,2336.158254499791,9867.348459005356,42.0,42,,,,0.5564662082136265,1.7248221635818481,0.24917222559452057,14311,,,,,13129117,
2022-05-10,168,2214.1560246589543,9201.479397535324,30.0,30,,,,0.5403301179391825,1.7316818237304688,0.24808919429779053,13428,,,,,10533945,188628
2022-05-11,124,2210.925832632692,6054.995511054993,10.0,10,,,,0.5494087456000925,1.5744770765304565,0.2365591824054718,9166,,,,,10301956,266229
2022-05-12,137,2370.753254122661,7100.536761522293,26.0,26,,,,0.6829645322028361,1.737810730934143,0.2558199167251587,10557,,,,,11368494,1034265
2022-05-13,188,2469.694631894225,10073.45522415638,54.0,54,,,,0.5089432324172128,1.4322575330734253,0.24368919432163239,14931,,,,,15493030,
2022-05-14,104,2146.085925099022,4749.985237240791,16.0,16,,,,0.6873997387830072,1.7704850435256958,0.2558199167251587,7741,,,,,9624496,61040
2022-05-15,103,2132.321959099669,5150.127168178558,22.0,22,,,,0.47396521700678934,1.550439715385437,0.2496945858001709,7929,,,,,9520731,
2022-05-16,125,2118.07931198312,7606.0830474742215,62.0,62,,,,0.521698992646582,1.556800127029419,0.2456725686788559,11001,,,,,9268556,
2022-05-17,163,2703.805855707598,9344.844796096488,54.0,54,,,,0.4981057342431602,1.5459260940551758,0.2558199167251587,13482,,,,,15285346,1898963
2022-05-18,29,1945.0957431643424,1746.8779680728912,10.0,10,,,,0.5883943581575438,1.5003833770751953,0.26694250106811523,2797,,,,,6206380,
2022-05-19,102,2169.8158351146076,8258.200053095818,87.0,87,,,,0.5578217219371655,1.6452722549438477,0.26694250106811523,11182,,,,,8556871,710185
2022-05-20,1,1763.653557951168,133.36478996276855,,,,,,0.4612113260616121,1.2838767766952515,0.26694250106811523,385,,,,,2994382,
2022-05-21,10,1818.199904403177,571.9773238897324,,,,,,0.38759183924972845,1.242451786994934,0.24606741964817047,1107,,,,,3960022,
2022-05-22,55,1942.9674237412073,4428.913869976997,40.0,40,,,,0.4361082747339474,1.6131837368011475,0.25775760412216187,6224,,,,,6168704,
2022-05-23,229,2554.724834634307,13382.02876484394,70.0,68,,,,0.6166318399949899,2.4834017753601074,0.25261765718460083,18899,,,,,16466645,231968
2022-05-24,121,2472.109762529659,10318.33825391531,108.0,108,,,,0.6350594978173476,1.6389248371124268,0.26694250106811523,13813,,,,,12138509,1482373
2022-05-25,132,2486.4236486842647,9180.720200896263,69.0,69,,,,0.7015444595758287,1.6118108034133911,0.24834474921226501,13290,,,,,15491785,129764
2022-05-26,324,2572.1988495548158,20516.117456674576,131.0,131,,,,0.682373774608807,1.920030951499939,0.2480367124080658,28272,,,,,16255044,455196
2022-05-27,107,1990.5004139171297,6930.064995288849,48.0,48,,,,0.592129284727381,1.751807451248169,0.2558199167251587,9725,,,,,6570977,189456
2022-05-28,26,1689.8707738935154,1220.5832555294037,1.0,1,,,,0.43638714073522655,1.3892260789871216,0.2558199167251587,1895,,,,,1688292,
2022-05-29,60,1798.0632686073286,3614.6686635017395,16.0,16,,,,0.8529722575177334,1.5876888036727905,0.3336781859397888,5197,,,,,3603557,
2022-05-30,26,1700.275793613764,1261.0632919073105,,,,,,0.7299791236255204,1.2000731229782104,0.300310343503952,1979,,,,,1872486,
2022-05-31,46,1771.1816913956695,2639.9778180122375,17.0,17,,,,0.5922538294652854,1.4638930559158325,0.293641597032547,3793,,,,,3127689,
2022-06-01,,1643.4212858092394,22.72007417678833,,,,,,0.26694250106811523,0.26694250106811523,0.26694250106811523,137,,,,,866025,
2022-06-02,48,1804.1876596763996,3691.265483736992,39.0,39,,,,0.9917786108763658,1.494852900505066,0.3336781859397888,5039,,,,,3711974,
